host_id,n_listings,host_name,host_url
1822,1,Emanuele,https://www.airbnb.com/users/show/1822
2353,1,Edoardo,https://www.airbnb.com/users/show/2353
3022,2,David,https://www.airbnb.com/users/show/3022
3047,6,Elif,https://www.airbnb.com/users/show/3047
3504,6,Laura,https://www.airbnb.com/users/show/3504
11756,1,Gea,https://www.airbnb.com/users/show/11756
12456,1,Valeria,https://www.airbnb.com/users/show/12456
13195,2,Simon,https://www.airbnb.com/users/show/13195
21081,2,Laura,https://www.airbnb.com/users/show/21081
44552,1,Serena,https://www.airbnb.com/users/show/44552
47623,1,Stefano,https://www.airbnb.com/users/show/47623
69905,1,Gian Piero,https://www.airbnb.com/users/show/69905
75450,3,Sabrina,https://www.airbnb.com/users/show/75450
77540,5,Adriano,https://www.airbnb.com/users/show/77540
77932,1,Giovanna,https://www.airbnb.com/users/show/77932
78287,8,Frank & Soledad,https://www.airbnb.com/users/show/78287
80755,2,Marianna,https://www.airbnb.com/users/show/80755
85707,2,Elina,https://www.airbnb.com/users/show/85707
86077,1,Rossana,https://www.airbnb.com/users/show/86077
86882,1,Francesco,https://www.airbnb.com/users/show/86882
88086,1,Fabio,https://www.airbnb.com/users/show/88086
88228,4,Vincenzo,https://www.airbnb.com/users/show/88228
98601,1,Amy,https://www.airbnb.com/users/show/98601
100908,2,Diana,https://www.airbnb.com/users/show/100908
105822,2,Sofia,https://www.airbnb.com/users/show/105822
119186,3,Primarosa M.Rita,https://www.airbnb.com/users/show/119186
119845,5,Irene,https://www.airbnb.com/users/show/119845
120215,1,Marc & Elisabeth,https://www.airbnb.com/users/show/120215
121284,4,Alessia,https://www.airbnb.com/users/show/121284
121775,1,Manuela,https://www.airbnb.com/users/show/121775
121803,1,Nathalie,https://www.airbnb.com/users/show/121803
127506,1,Pino,https://www.airbnb.com/users/show/127506
131704,1,Elena,https://www.airbnb.com/users/show/131704
133372,3,Emanuela,https://www.airbnb.com/users/show/133372
133440,1,Sara,https://www.airbnb.com/users/show/133440
133598,2,Olivia,https://www.airbnb.com/users/show/133598
135271,1,Maddalena,https://www.airbnb.com/users/show/135271
139716,10,Laura,https://www.airbnb.com/users/show/139716
146155,1,Federico,https://www.airbnb.com/users/show/146155
147227,1,Irene,https://www.airbnb.com/users/show/147227
151759,4,Nicola,https://www.airbnb.com/users/show/151759
153875,1,Caterina,https://www.airbnb.com/users/show/153875
155546,1,Micaela,https://www.airbnb.com/users/show/155546
160020,9,Lorenzo,https://www.airbnb.com/users/show/160020
161114,3,Carla,https://www.airbnb.com/users/show/161114
162594,6,Lea Ginevra  (Downtown Srl),https://www.airbnb.com/users/show/162594
165262,1,Orlando,https://www.airbnb.com/users/show/165262
165276,1,Lux,https://www.airbnb.com/users/show/165276
165949,1,Erica,https://www.airbnb.com/users/show/165949
167255,1,Gian Piero,https://www.airbnb.com/users/show/167255
182173,1,Benedetta,https://www.airbnb.com/users/show/182173
183193,1,Gabriele,https://www.airbnb.com/users/show/183193
190140,3,Valter,https://www.airbnb.com/users/show/190140
192075,1,Rita,https://www.airbnb.com/users/show/192075
195040,1,Hanen,https://www.airbnb.com/users/show/195040
205102,1,Antonio,https://www.airbnb.com/users/show/205102
207133,1,Dunia,https://www.airbnb.com/users/show/207133
207258,1,Carolina,https://www.airbnb.com/users/show/207258
215118,1,Francesca,https://www.airbnb.com/users/show/215118
220864,1,Manuela,https://www.airbnb.com/users/show/220864
222153,1,Raffaele,https://www.airbnb.com/users/show/222153
224479,1,Ermanno,https://www.airbnb.com/users/show/224479
