host_id,n_listings,host_name,host_url
57243,1,Davide Erasmus,https://www.airbnb.com/users/show/57243
91136,1,Debora,https://www.airbnb.com/users/show/91136
193874,2,Giovanni,https://www.airbnb.com/users/show/193874
207151,1,Ruggero,https://www.airbnb.com/users/show/207151
225667,2,Antonio,https://www.airbnb.com/users/show/225667
292253,1,Salvatore,https://www.airbnb.com/users/show/292253
398181,1,Alfredo,https://www.airbnb.com/users/show/398181
425509,1,Francesco,https://www.airbnb.com/users/show/425509
476681,1,Maria Concetta,https://www.airbnb.com/users/show/476681
517472,1,Stefano,https://www.airbnb.com/users/show/517472
523322,1,Giulia,https://www.airbnb.com/users/show/523322
596895,1,Francesco Paolo,https://www.airbnb.com/users/show/596895
628608,4,Rosalia,https://www.airbnb.com/users/show/628608
853540,1,Daniele,https://www.airbnb.com/users/show/853540
877560,1,Fabio,https://www.airbnb.com/users/show/877560
897479,3,Paola,https://www.airbnb.com/users/show/897479
897740,1,Aurora,https://www.airbnb.com/users/show/897740
1002185,7,Pia & Yuri,https://www.airbnb.com/users/show/1002185
1004568,27,DomuSicily,https://www.airbnb.com/users/show/1004568
1037669,4,Felicia,https://www.airbnb.com/users/show/1037669
1091816,1,Andrea,https://www.airbnb.com/users/show/1091816
1109223,4,Lydia Angela,https://www.airbnb.com/users/show/1109223
1116108,1,Gianluca,https://www.airbnb.com/users/show/1116108
1124954,1,Vincenzo,https://www.airbnb.com/users/show/1124954
1154322,1,Carlotta,https://www.airbnb.com/users/show/1154322
1162222,2,Romolo,https://www.airbnb.com/users/show/1162222
1172657,2,Davide,https://www.airbnb.com/users/show/1172657
1178890,3,Gianluca,https://www.airbnb.com/users/show/1178890
1225023,2,Gaspare,https://www.airbnb.com/users/show/1225023
1285377,10,Diana,https://www.airbnb.com/users/show/1285377
1285802,3,Annalise,https://www.airbnb.com/users/show/1285802
1320795,2,Antonella,https://www.airbnb.com/users/show/1320795
1335025,1,Angelo,https://www.airbnb.com/users/show/1335025
1358894,1,Lara,https://www.airbnb.com/users/show/1358894
1369905,1,Gaetano,https://www.airbnb.com/users/show/1369905
1422918,4,Francesco,https://www.airbnb.com/users/show/1422918
1426901,1,Mimmo,https://www.airbnb.com/users/show/1426901
1436713,3,Donatella,https://www.airbnb.com/users/show/1436713
1437318,2,Vincenzo,https://www.airbnb.com/users/show/1437318
